sv_num,otu_ID,kingdom,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,growth_morphology,trait,confidence,notes,citation
sv_2327,92373b8c64eda89be7313fa1f8478313,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_polychromum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Possible,"Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))'"
sv_2328,926bd6efa26370fb8570a0e375331fa7,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,unidentified,Hyphodontia,13,Saprotroph,Undefined Saprotroph,Corticioid,White Rot,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2329,9283c95a16c5f10b10e8c45dce421998,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_californica,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2330,929dad5933354fc2ba28166e25f9e867,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2331,92b91874fa0dbe8747b4af1e9af08429,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,NULL,Possible,"Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'"
sv_2332,92e599e4aa100ce83e846c93a43b52c4,Fungi,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2333,93036dd39cf21f5936392db03d14e729,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,Ophiosphaerella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2334,930568e2ef0b7d47bd62d1c702cfa728,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,unidentified,unidentified,NA,Archaeosporales,7,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2335,930897e7f0849f08cc6ee274e82a6789,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,NA,Claviceps,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2336,9344a36fd87959c16967fc125aca8473,Fungi,Glomeromycota,unidentified,unidentified,unidentified,unidentified,unidentified,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2337,934ea1a316a947a30a01b4236973137b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_fusidioides,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Possible,"Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))'"
sv_2338,935ab83e8a93be5a2ac92316546c8aca,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,unidentified,Rhizophlyctis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'"
sv_2339,935f0c3c49265ed837034eb0a9dfe023,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2340,9381dade2bdc08fe326b699ab9a56840,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2341,9386a806d2938dff6d3939d31cc69337,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,Schizothecium,13,Saprotroph,Dung Saprotroph,NULL,NULL,Highly Probable,NULL,"b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2342,9389b7669ee4c2167f217f5995cd396a,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,unidentified,Claroideoglomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2343,9390e678abd188cf47d7264cf3811f10,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2344,93917bc97fdbef87ca08cb61517c70ef,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
sv_2345,93946839566da82003c9842f05a81606,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
sv_2346,93a90ece90684b09ef0381a13b0ee2ee,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_hiascens,Coprinellus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2347,93b5eacfccb760a69a63466cc63d8d47,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,Hygrocybe,13,Saprotroph-Symbiotroph,Undefined Saprotroph-Undefined Symbiotroph,Agaricoid,NULL,Probable,"Previously classified as Hygrophorus; Carbon signature suggests biotrophy with bryophytes, grasses, or understory plants (Seitzman et al. 2011)","b'Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Lodge J. 2014. Omphalina 5:2-6 ((https://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2348,93c751f90dc0d05514a2bfeab582468e,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
sv_2349,93d64607912c650a7b037d702f6152c0,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,Didymosphaeriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))'"
sv_2350,93e2c170ffb2ca9f04282f59f2d7c6e8,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_pleuroticola,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016),"b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
sv_2351,93e2c772a744794fa8d57b0504beef69,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_aseptatum,Chloridium,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Endophyte-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,NULL,"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Jumpponen A, Trappe J. 1998. New Phytologist 140:295-310 ((https://doi.org/10.1046/j.1469-8137.1998.00265.x)); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2352,94038e296bf59812282310535132f3a2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_appendiculatus,Pseudeurotiaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Microfungus,NULL,Probable,"Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2353,941b48b76c56e5d4b7e4888b3b829eea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,Coprinellus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2354,94252793138ae09b709d928044495c34,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,NA,Myxarium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2355,9441c2b3df615b0ac1e9d810b3cc95e8,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,NA,Keissleriella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2356,9488bcb01fcc03bd099856b947a4992b,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Leohumicola_minima,Leohumicola,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2357,94c286642dda4962af7b5bb6b4f72caf,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,Coprinellus,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2358,94ea04f778397ea8eb6ec22c459bb288,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2359,94ef9ba2c0dd8de720b73c550f872fd0,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2360,94f5585cf16389d1c1d7731534789bb3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,unidentified,Ramariopsis,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2361,9503d9b231c19a90c7434a39cf5bf3ae,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
sv_2362,9508c42375c96ba5dad8913e8dc06237,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2363,950ec1b50e424ff70bc0c5e39e030ea9,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Chalara,NA,Chalara,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,NULL,"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2364,951abf7658a70b34716c17510ad9dc19,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2365,95235932e7a873093c89cf8e6ef33aa5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA,Schizothecium,13,Saprotroph,Dung Saprotroph,NULL,NULL,Highly Probable,NULL,"b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
sv_2366,9526a0e50f7afd8bec4e75be0e78142b,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia_fusispora,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
sv_2367,952c02b8b93ad45dd0c8a957638155d7,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,unidentified,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
sv_2368,952f9386bd5d236f544d820f71ef5c2b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha_minutissima,Flagelloscypha,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
